Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,CityState,Country,Postal Code,ZIP,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
12346,East 82nd St.,Starbucks,2393-13140,317-842-3225,CO,6706 East 82nd Street,6706 East 82nd Street,,,Indianapolis,IN,IndianapolisIN,US,462501506,46250,"(39.9055137634277, -86.052604675293)",39.90551376,-86.05260468,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
12407,Circle Tower,Starbucks,2429-15575,317-917-1893,CO,"55 Monument Circle, 59, Circle Tower Building",55 Monument Circle,59,Circle Tower Building,Indianapolis,IN,IndianapolisIN,US,462042910,46204,"(39.7683067321777, -86.1571044921875)",39.76830673,-86.15710449,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
12599,US 31 & Edgewood,Starbucks,2759-87866,317-788-9672,CO,5943 S. East Street,5943 S. East Street,,,Indianapolis,IN,IndianapolisIN,US,462272019,46227,"(39.6796264648438, -86.1486129760742)",39.67962646,-86.14861298,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
12854,75th & Shadeland,Starbucks,2701-83423,317-577-0692,CO,7460 N. Shadeland Ave.,7460 N. Shadeland Ave.,,,Indianapolis,IN,IndianapolisIN,US,462502862,46250,"(39.8901748657227, -86.0468368530273)",39.89017487,-86.04683685,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
12987,Westin Indianapolis - Lobby,Starbucks,75504-35419,317-231-3933,LS,50 S Capital Ave,50 S Capital Ave,,,Indianapolis,IN,IndianapolisIN,US,462043406,46204,"(39.7663307189941, -86.1639175415039)",39.76633072,-86.16391754,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
13438,Mass. Ave.,Starbucks,2551-43380,317-4239328,CO,"430 N. Massachusetts Ave., The Davlan",430 N. Massachusetts Ave.,,The Davlan,Indianapolis,IN,IndianapolisIN,US,462041528,46204,"(39.773193359375, -86.15185546875)",39.77319336,-86.15185547,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
13629,10th & Indiana,Starbucks,2497-27287,317-822-3740,CO,"645 D West 11th Street, Westside Center",645 D West 11th Street,,Westside Center,Indianapolis,IN,IndianapolisIN,US,462023043,46202,"(39.7814903259277, -86.1704940795898)",39.78149033,-86.17049408,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
13636,Intech Commons,Starbucks,2544-43360,317-775-8249,CO,"6335 Intech Common Drive, Suite L, Intech Office Park",6335 Intech Common Drive,Suite L,Intech Office Park,Indianapolis,IN,IndianapolisIN,US,462781681,46278,"(39.8799438476563, -86.2726974487305)",39.87994385,-86.27269745,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
13776,Post & Washington,Starbucks,8871-95046,317-897-9165,CO,9605 E Washington Street,9605 E Washington Street,,,Indianapolis,IN,IndianapolisIN,US,462293057,46229,"(39.7741355895996, -85.9962692260742)",39.77413559,-85.99626923,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
13814,Girl School Rd & 10th,Starbucks,8733-93710,317-209-0665,CO,7315 W. 10th Street,7315 W. 10th Street,,,Indianapolis,IN,IndianapolisIN,US,462142515,46214,"(39.7776756286621, -86.2896194458008)",39.77767563,-86.28961945,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
13815,56th & Lafayette,Starbucks,2760-77380,317-328-0247,CO,5550 Lafayette,5550 Lafayette,,,Indianapolis,IN,IndianapolisIN,US,462541697,46254,"(39.8524055480957, -86.2636032104492)",39.85240555,-86.26360321,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
14323,Target Eagle Creek T-881,Starbucks,76171-90433,317-329-1034,LS,6925 W 38th St,6925 W 38th St,,,Indianapolis,IN,IndianapolisIN,US,462542998,46254,"(39.8216171264648, -86.2796936035156)",39.82161713,-86.2796936,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
14612,56th & Emerson,Starbucks,8921-95320,317-253-2174,CO,5015 E 56th Street,5015 E 56th Street,,,Indianapolis,IN,IndianapolisIN,US,462261401,46226,"(39.8546943664551, -86.0855026245117)",39.85469437,-86.08550262,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
14862,Willow Lake West,Starbucks,2458-12290,317-228-1698,CO,"2902 W 86th St, 10",2902 W 86th St,10,,Indianapolis,IN,IndianapolisIN,US,462681994,46268,"(39.9124145507813, -86.2108154296875)",39.91241455,-86.21081543,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
15616,86th & Ditch,Starbucks,2538-33483,317-257-0781,CO,"1315 West 86th Street, Suite A, Greenbriar Shopping Center",1315 West 86th Street,Suite A,Greenbriar Shopping Center,Indianapolis,IN,IndianapolisIN,US,462602251,46260,"(39.9113845825195, -86.1819381713867)",39.91138458,-86.18193817,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
16196,Marriott Indianapolis Downtown,Starbucks,75509-42039,317-405-6122,LS,350 W Maryland,350 W Maryland,,,Indianapolis,IN,IndianapolisIN,US,462251051,46225,"(39.7661209106445, -86.1645278930664)",39.76612091,-86.16452789,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
16500,Super Target Indianapolis ST-1789,Starbucks,72642-32300,317-787-4169,LS,4850 E Southport Rd,4850 E Southport Rd,,,Indianapolis,IN,IndianapolisIN,US,462373321,46237,"(39.6676902770996, -86.0848693847656)",39.66769028,-86.08486938,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
16630,Target Indianapolis T-1848,Starbucks,76232-90432,317-810-0044,LS,"1300 E 86th St, 35",1300 E 86th St,35,,Indianapolis,IN,IndianapolisIN,US,462401997,46240,"(39.9148483276367, -86.138786315918)",39.91484833,-86.13878632,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
17079,96th & Masters,Starbucks,13344-106329,317-595-5574,CO,"7205 E 96th Street, Indianapolis Pavilions",7205 E 96th Street,,Indianapolis Pavilions,Indianapolis,IN,IndianapolisIN,US,462503308,46250,"(39.9268646240234, -86.0420455932617)",39.92686462,-86.04204559,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
17945,Community Hospital North-Indianapol,Starbucks,75403-102990,317-621-9992,LS,7150 Clearvista Dr,7150 Clearvista Dr,,,Indianapolis,IN,IndianapolisIN,US,462561695,46256,"(39.9005432128906, -86.0421676635742)",39.90054321,-86.04216766,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
18105,Washington & Audubon,Starbucks,10737-102277,317-354-0927,CO,5702 E Washington Street,5702 E Washington Street,,,Indianapolis,IN,IndianapolisIN,US,462196522,46219,"(39.7711067199707, -86.0700149536133)",39.77110672,-86.07001495,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
18551,Butler University,Starbucks,72157-8810,317-940-9953,LS,"700 W. Hampton Dr., Antheron Union Bookstore",700 W. Hampton Dr.,,Antheron Union Bookstore,Indianapolis,IN,IndianapolisIN,US,462083450,46208,"(39.8379287719727, -86.1720886230469)",39.83792877,-86.17208862,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
63086,JW Marriott Hotel Indianapolis DT,Starbucks,16002-126631,317-860-5800,LS,10 S West St.,10 S West St.,,,Indianapolis,IN,IndianapolisIN,US,462042709,46204,"(39.7665023803711, -86.167610168457)",39.76650238,-86.16761017,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
69953,"Omni Hotel-Indianapolis,IN-Lobby",Starbucks,16066-104518,317-396-3671,LS,40 W Jackson Pl,40 W Jackson Pl,,,Indianapolis,IN,IndianapolisIN,US,462251077,46225,"(39.763843536377, -86.1598663330078)",39.76384354,-86.15986633,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,12/8/2013 22:41
1012916,Kroger-Indianapolis #906,Starbucks,26356-74158,317-879-2465,LS,2550 Lake Circle Dr,2550 Lake Circle Dr,,,Indianapolis,IN,IndianapolisIN,US,462684220,46268,"(39.9125366210938, -86.2056045532227)",39.91253662,-86.20560455,US Eastern Standard Time,-240,GMT-05:00 America/Indianapolis,9/9/2015 4:00
1006763,Ralph's - Indio #160,Starbucks,19158-198887,760-771-4373,LS,49908 Jefferson St.,49908 Jefferson St.,,,Indio,CA,IndioCA,US,92201,92201,"(33.6860580444336, -116.268615722656)",33.68605804,-116.2686157,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,6/10/2014 4:00
10679,Super Target Indio ST-2441,Starbucks,76969-136439,760-863-3600,LS,42625 Jackson St,42625 Jackson St,,,Indio,CA,IndioCA,US,922039737,92203,"(33.740550994873, -116.216690063477)",33.74055099,-116.2166901,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
14607,Fantasy Springs Casino,Starbucks,75290-96292,760-342-5000,LS,84245 Indio Springs Pkwy,84245 Indio Springs Pkwy,,,Indio,CA,IndioCA,US,922033405,92203,"(33.723217010498, -116.197929382324)",33.72321701,-116.1979294,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
16539,"Hwy 111 & Monroe, Indio",Starbucks,8709-94033,760-863-1420,CO,"81952 US Highway 111, #A",81952 US Highway 111,#A,,Indio,CA,IndioCA,US,922019716,92201,"(33.7147026062012, -116.23413848877)",33.71470261,-116.2341385,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
68810,Jackson & The 10,Starbucks,16347-123205,760-863-2380,CO,"42250 Jackson Street, #A101",42250 Jackson Street,#A101,,Indio,CA,IndioCA,US,922039759,92203,"(33.7414894104004, -116.216194152832)",33.74148941,-116.2161942,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
12054,La Brea & Centinela,Starbucks,2820-88441,310-412-2370,CO,"941 N. La Brea Avenue, La Brea Plaza",941 N. La Brea Avenue,,La Brea Plaza,Inglewood,CA,InglewoodCA,US,903022207,90302,"(33.9759712219238, -118.357940673828)",33.97597122,-118.3579407,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
12825,Century & Club Dr,Starbucks,6767-79220,310-412-1620,CO,"3351 W. Century Blvd, 105, Hollywood Park Marketplace",3351 W. Century Blvd,105,Hollywood Park Marketplace,Inglewood,CA,InglewoodCA,US,903031300,90303,"(33.9458427429199, -118.331115722656)",33.94584274,-118.3311157,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
16640,Vons-Inglewood #2502,Starbucks,74581-83081,310-677-0286,LS,500 E Manchester Blvd,500 E Manchester Blvd,,,Inglewood,CA,InglewoodCA,US,903019294,90301,"(33.9602584838867, -118.349166870117)",33.96025848,-118.3491669,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
68195,Target Inglewood T-1329,Starbucks,15491-155987,310-677-2436,LS,3471 W Century Blvd,3471 W Century Blvd,,,Inglewood,CA,InglewoodCA,US,903031218,90303,"(33.9472961425781, -118.333168029785)",33.94729614,-118.333168,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
89775,Target Inver Grove Heights T-2519,Starbucks,16842-138228,651-234-2949,LS,7841 Amana Trl,7841 Amana Trl,,,Inver Grove Heights,MN,Inver Grove HeightsMN,US,55077,55077,"(44.8209953308105, -93.0839309692383)",44.82099533,-93.08393097,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
1005498,Hy-Vee @ Iowa City #2,Starbucks,21158-204245,319-338-9758,LS,812 South 1st Avenue,812 South 1st Avenue,,,Iowa City,IA,Iowa CityIA,US,52245,52245,"(41.6515426635742, -91.5017852783203)",41.65154266,-91.50178528,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
1012075,Hy-Vee @ Iowa City #3,Starbucks,25232-237676,319-354-9223,LS,1201 N Dodge St,1201 N Dodge St,,,Iowa City,IA,Iowa CityIA,US,52245,52245,"(41.6765937805176, -91.5175399780273)",41.67659378,-91.51753998,Central Standard Time,-300,GMT-06:00 America/Chicago,6/24/2015 4:00
13924,Iowa City-Burlington & Clinton,Starbucks,2855-92721,319-338-4788,CO,228 S. Clinton Street,228 S. Clinton Street,,,Iowa City,IA,Iowa CityIA,US,522404028,52240,"(41.6582717895508, -91.5343933105469)",41.65827179,-91.53439331,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
18313,"Kroger-Irmo, SC #2",Starbucks,73712-107441,,LS,7467 Woodrow St.,7467 Woodrow St.,,,Irmo,SC,IrmoSC,US,29063,29063,"(34.0859870910645, -81.1862106323242)",34.08598709,-81.18621063,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
10158,Target - Irondequoit T-2211,Starbucks,76676-104742,585-797-0089,LS,50 Medley Centre Pkwy,50 Medley Centre Pkwy,,,Irondequoit,NY,IrondequoitNY,US,146222466,14622,"(43.1971397399902, -77.5762786865234)",43.19713974,-77.57627869,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9845,University of California-Irvine,Starbucks,75398-103405,949-824-2233,LS,203 B Student Ctr,203 B Student Ctr,,,Irvine,CA,IrvineCA,US,92697,92697,"(33.6484794616699, -117.841186523438)",33.64847946,-117.8411865,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1005921,Target Irvine T-336,Starbucks,20913-208486,949-857-8337,LS,3750 Barraca Pkwy,3750 Barraca Pkwy,,,Irvine,CA,IrvineCA,US,92606,92606,"(33.6861305236816, -117.811584472656)",33.68613052,-117.8115845,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1009601,U of California Irvine-Business Sch,Starbucks,23943-212684,949-824-0493,LS,4293 Pereira Dr,4293 Pereira Dr,,,Irvine,CA,IrvineCA,US,92697,92697,"(33.646728515625, -117.845458984375)",33.64672852,-117.845459,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,11/5/2014 5:00
6605,Irvine Spectrum,Starbucks,11164-99769,949-585-0051,CO,525 Spectrum Center Drive,525 Spectrum Center Drive,,,Irvine,CA,IrvineCA,US,926182951,92618,"(33.652400970459, -117.746185302734)",33.65240097,-117.7461853,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
7259,Target Irvine/Spectrum T-2128,Starbucks,76587-97572,949-885-0114,LS,115 Fortune Dr,115 Fortune Dr,,,Irvine,CA,IrvineCA,US,926182946,92618,"(33.6504745483398, -117.745132446289)",33.65047455,-117.7451324,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
7543,Irvine Center Drive & Sand Canyon,Starbucks,10999-102287,949-450-0534,CO,"6580 Irvine Center Drive, Sand Canyon Plaza",6580 Irvine Center Drive,,Sand Canyon Plaza,Irvine,CA,IrvineCA,US,926182115,92618,"(33.6689796447754, -117.764236450195)",33.66897964,-117.7642365,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
9700,Albertsons-Irvine #6596,Starbucks,73668-93063,949-476-1922,LS,3825 Alton Pkwy,3825 Alton Pkwy,,,Irvine,CA,IrvineCA,US,926068203,92606,"(33.682559967041, -117.815757751465)",33.68255997,-117.8157578,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
9876,Spectrum & Irvine Center Dr.,Starbucks,11457-103997,949-453-8212,CO,38 Prism,38 Prism,,,Irvine,CA,IrvineCA,US,926183139,92618,"(33.6531257629395, -117.750411987305)",33.65312576,-117.750412,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
11570,Alton Pkwy & Jeffrey Rd,Starbucks,5416-1261,(949) 857-8102,CO,5365-B Alton Parkway,5365-B Alton Parkway,,,Irvine,CA,IrvineCA,US,926048612,92604,"(33.6715087890625, -117.789398193359)",33.67150879,-117.7893982,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
11571,Alton & Technology,Starbucks,5427-1315,949-788-0034,CO,15342 Alton Parkway,15342 Alton Parkway,,,Irvine,CA,IrvineCA,US,926182362,92618,"(33.6544532775879, -117.738426208496)",33.65445328,-117.7384262,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
12419,MacArthur & Main,Starbucks,5951-7750,949-752-0681,CO,"17913 MacArthur Blvd., Foodpark",17913 MacArthur Blvd.,,Foodpark,Irvine,CA,IrvineCA,US,926146505,92614,"(33.6867370605469, -117.855743408203)",33.68673706,-117.8557434,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
12608,Jeffrey & Trabuco,Starbucks,6863-83065,949-726-0874,CO,"14061 Jeffrey Road, Trabuco Grove",14061 Jeffrey Road,,Trabuco Grove,Irvine,CA,IrvineCA,US,926203402,92620,"(33.696231842041, -117.762619018555)",33.69623184,-117.762619,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
12757,Quail Hill & Shady Canyon,Starbucks,8641-93571,949-509-6436,CO,6783 Quail Hill Parkway,6783 Quail Hill Parkway,,,Irvine,CA,IrvineCA,US,926034233,92603,"(33.6543846130371, -117.779655456543)",33.65438461,-117.7796555,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
13407,Bison & California,Starbucks,6448-38159,949-856-1490,CO,"5171 California Ave, #120",5171 California Ave,#120,,Irvine,CA,IrvineCA,US,926173036,92617,"(33.6398162841797, -117.854187011719)",33.63981628,-117.854187,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
14354,Alton & Culver,Starbucks,3454-91640,949-553-0071,CO,"3995 Alton Pkwy, Westpark Plaza",3995 Alton Pkwy,,Westpark Plaza,Irvine,CA,IrvineCA,US,926068270,92606,"(33.6814727783203, -117.811752319336)",33.68147278,-117.8117523,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
15048,Marriott Irvine - Lobby,Starbucks,75578-51201,949-724-3630,LS,18000 Von Karman,18000 Von Karman,,,Irvine,CA,IrvineCA,US,926121004,92612,"(33.6783905029297, -117.849876403809)",33.6783905,-117.8498764,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
15251,Culver & Walnut,Starbucks,515-459,949-857-2737,CO,14437 Culver Drive,14437 Culver Drive,,,Irvine,CA,IrvineCA,US,926040305,92604,"(33.7055282592773, -117.786987304688)",33.70552826,-117.7869873,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
16029,Campus & California,Starbucks,622-345,(949) 854-2301,CO,4545 Campus Drive,4545 Campus Drive,,,Irvine,CA,IrvineCA,US,926122621,92612,"(33.6490859985352, -117.830810546875)",33.649086,-117.8308105,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
17124,Jamboree & Michelson - Park Place,Starbucks,14009-108044,(949) 250-9250,CO,2961 Michelson Drive,2961 Michelson Drive,,,Irvine,CA,IrvineCA,US,926122628,92612,"(33.6718444824219, -117.845809936523)",33.67184448,-117.8458099,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
17672,Culver & Irvine,Starbucks,5741-5526,714-734-9757,CO,3997 Irvine Blvd.,3997 Irvine Blvd.,,,Irvine,CA,IrvineCA,US,926022400,92602,"(33.721851348877, -117.770988464355)",33.72185135,-117.7709885,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
17874,Sand Canyon & Irvine Blvd,Starbucks,11456-103990,949-786-0825,CO,"6364 Irvine Blvd., Woodbury Town Center",6364 Irvine Blvd.,,Woodbury Town Center,Irvine,CA,IrvineCA,US,926202102,92620,"(33.6973152160645, -117.740791320801)",33.69731522,-117.7407913,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
90540,Von Karman & Barranca,Starbucks,17356-160395,949-474-0613,CO,16567 Von Karman Avenue,16567 Von Karman Avenue,,,Irvine,CA,IrvineCA,US,926064928,92606,"(33.6976318359375, -117.834716796875)",33.69763184,-117.8347168,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1006765,Kroger - Southwest Irving #577,Starbucks,19316-200404,972-831-8357,LS,7505 N MacArthur Blvd,7505 N MacArthur Blvd,,,Irving,TX,IrvingTX,US,75063,75063,"(32.9087104797363, -96.9588088989258)",32.90871048,-96.9588089,Central Standard Time,-300,GMT-06:00 America/Chicago,11/5/2014 5:00
6684,183 & Story Rd,Starbucks,13908-108299,972-570-2491,CO,2501 West Airport Freeway,2501 West Airport Freeway,,,Irving,TX,IrvingTX,US,750626040,75062,"(32.8378944396973, -96.9791030883789)",32.83789444,-96.97910309,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
10650,Beltline & 635,Starbucks,13726-108301,972-506-0577,CO,8450 N Beltline Road,8450 N Beltline Road,,,Irving,TX,IrvingTX,US,750636050,75063,"(32.9218940734863, -96.9925155639648)",32.92189407,-96.99251556,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
10941,Tom Thumb-Irving #2559,Starbucks,79749-94765,972-257-3420,LS,3535 Beltline Rd,3535 Beltline Rd,,,Irving,TX,IrvingTX,US,750627804,75062,"(32.8547821044922, -96.9932022094727)",32.8547821,-96.99320221,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
12477,MacArthur & 114,Starbucks,6307-1152,972-556-9871,CO,"5904 N. MacArthur, 160, Las Colinas Village",5904 N. MacArthur,160,Las Colinas Village,Irving,TX,IrvingTX,US,750393806,75039,"(32.8920555114746, -96.9603881835938)",32.89205551,-96.96038818,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
12923,Randalls-Irving #3621,Starbucks,74593-82424,972-717-9727,LS,4010 N MacArthur Blvd,4010 N MacArthur Blvd,,,Irving,TX,IrvingTX,US,750386413,75038,"(32.8596649169922, -96.9586715698242)",32.85966492,-96.95867157,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
14833,MacArthur & Ranchview,Starbucks,8680-94038,972-444-9021,CO,"7979 N. MacArthur, 100",7979 N. MacArthur,100,,Irving,TX,IrvingTX,US,750633843,75063,"(32.9184036254883, -96.9591903686523)",32.91840363,-96.95919037,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
90548,North Huntington,Starbucks,17750-179384,724 8636081,CO,921 Magill Drive,921 Magill Drive,,,Irwin,PA,IrwinPA,US,15642,15642,"(40.3186073303223, -79.6893615722656)",40.31860733,-79.68936157,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11316,"Arrow Hwy & 4th, Irwindale",Starbucks,3419-93205,626-960-6132,CO,"15700 Arrow Highway, Irwindale Commerce Center",15700 Arrow Highway,,Irwindale Commerce Center,Irwindale,CA,IrwindaleCA,US,917062005,91706,"(34.1065711975098, -117.938354492188)",34.1065712,-117.9383545,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
13554,Rt. 1 North Woodbridge,Starbucks,7719-53119,732-596-9112,CO,774 Route 1 N,774 Route 1 N,,,Iselin,NJ,IselinNJ,US,8830,08830,"(40.5633773803711, -74.2984924316406)",40.56337738,-74.29849243,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12072,Isla Vista,Starbucks,5332-862,(805) 968-1192,CO,888 Embarcadero del Norte,888 Embarcadero del Norte,,,Isla Vista,CA,Isla VistaCA,US,931174895,93117,"(34.4133529663086, -119.85521697998)",34.41335297,-119.855217,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
16466,Island Park,Starbucks,8840-95307,516-432-0416,CO,4507 Austin Blvd,4507 Austin Blvd,,,Island Park,NY,Island ParkNY,US,115582228,11558,"(40.6000061035156, -73.6541290283203)",40.6000061,-73.65412903,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1009367,"Islandia, NY",Starbucks,23737-231984,6315533706,CO,3701 Expressway Drive N,3701 Expressway Drive N,,,Islandia,NY,IslandiaNY,US,11749,11749,"(40.8103332519531, -73.1596984863281)",40.81033325,-73.15969849,Eastern Standard Time,-240,GMT-05:00 America/New_York,8/28/2015 4:00
12454,Islip Village,Starbucks,7651-39320,6315814273,CO,455 Main St,455 Main St,,,Islip,NY,IslipNY,US,117513536,11751,"(40.7291107177734, -73.2148818969727)",40.72911072,-73.2148819,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8019,QFC - Issaquah/Pine Lake #824,Starbucks,79291-101214,425-891-4680,LS,2902 228th Ave SE,2902 228th Ave SE,,,Issaquah,WA,IssaquahWA,US,98027,98027,"(47.5831108093262, -122.033187866211)",47.58311081,-122.0331879,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1005562,Issaquah Highlands - Issaquah,Starbucks,19354-180264,(425)391-8270,CO,903 NE Park Drive,903 NE Park Drive,,,Issaquah,WA,IssaquahWA,US,98029,98029,"(47.5441589355469, -122.019790649414)",47.54415894,-122.0197906,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1006087,Safeway - Issaquah 3006,Starbucks,20180-202744,425-369-3113,LS,1451  Highlands Dr NE,1451  Highlands Dr NE,,,Issaquah,WA,IssaquahWA,US,98029,98029,"(47.5414657592773, -122.019683837891)",47.54146576,-122.0196838,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
7031,QFC - Issaquah #821,Starbucks,79327-100351,425-392-4475,LS,1540 NW Gilman Blvd,1540 NW Gilman Blvd,,,Issaquah,WA,IssaquahWA,US,980275309,98027,"(47.54638671875, -122.060325622559)",47.54638672,-122.0603256,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
10339,QFC - Issaquah/Klahanie #840,Starbucks,79387-101216,425-392-2776,LS,4570 Klahanie Dr SE,4570 Klahanie Dr SE,,,Issaquah,WA,IssaquahWA,US,980295812,98029,"(47.5659027099609, -122.003761291504)",47.56590271,-122.0037613,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
11593,Target Issaquah T-996,Starbucks,76259-95144,425-392-3357,LS,755 NW Gilman Blvd,755 NW Gilman Blvd,,,Issaquah,WA,IssaquahWA,US,980275357,98027,"(47.5422706604004, -122.05086517334)",47.54227066,-122.0508652,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
11837,Fred Meyer - Issaquah #658,Starbucks,72707-33979,425-416-1112,LS,6100  East Lake Sammamish SE,6100  East Lake Sammamish SE,,,Issaquah,WA,IssaquahWA,US,980298926,98029,"(47.5485458374023, -122.039443969727)",47.54854584,-122.039444,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
11877,Issaquah Meadows,Starbucks,3322-20299,425-427-1890,CO,"1460 NW Gilman Blvd, Ste K1",1460 NW Gilman Blvd,Ste K1,,Issaquah,WA,IssaquahWA,US,980275300,98027,"(47.5459251403809, -122.059562683105)",47.54592514,-122.0595627,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
